# x, Jn(x)
0.1	0.0499375
0.3	0.148319
0.5	0.242268
0.7	0.328996
0.9	0.40595
1.1	0.470902
1.3	0.522023
1.5	0.557937
1.7	0.577765
1.9	0.581157
2.1	0.568292
2.3	0.539873
2.5	0.497094
2.7	0.441601
2.9	0.375427
3.1	0.300921
3.3	0.220663
3.5	0.137378
3.7	0.053834
3.9	-0.027244
4.1	-0.103273
4.3	-0.171897
4.5	-0.23106
4.7	-0.279081
4.9	-0.314695


# x, Jn(x)
0.1	0.0499375
0.3	0.148319
0.5	0.242268
0.7	0.328996
0.9	0.40595
1.1	0.470902
1.3	0.522023
1.5	0.557937
1.7	0.577765
1.9	0.581157
2.1	0.568292
2.3	0.539873
2.5	0.497094
2.7	0.441601
2.9	0.375427
3.1	0.300921
3.3	0.220663
3.5	0.137378
3.7	0.053834
3.9	-0.027244
4.1	-0.103273
4.3	-0.171897
4.5	-0.23106
4.7	-0.279081
4.9	-0.314695


